Id,distance,Data/CP17/4MHA.rels,Data/CP17/TEES.rels
d120.s1.29.36,7,FN,FN
d120.s1.29.46,17,FN,FN
d120.s1.29.52,23,FN,FN
d120.s3.2.15,13,TP,FN
d122.s3.16.40,24,FN,FN
d122.s3.16.43,27,FN,FN
d122.s3.20.40,20,FN,FN
d122.s3.20.43,23,FN,FN
d122.s5.8.20,12,FN,FN
d122.s5.17.20,3,FN,FN
d122.s6.5.15,10,FN,FN
d122.s6.10.15,5,FN,FN
d123.s0.4.13,9,FN,FN
d123.s1.9.16,7,FN,FN
d123.s1.9.18,9,FN,FN
d123.s3.20.24,4,FN,FN
d123.s4.0.6,6,FN,FN
d123.s4.13.17,4,FN,FN
d123.s6.16.19,3,FN,FN
d123.s8.5.11,6,FN,FN
d123.s8.17.24,7,FN,FN
d124.s5.0.11,11,FN,FN
d124.s5.11.13,2,TP,TP
d124.s6.3.25,22,FN,FN
d124.s9.3.13,10,FN,FN
d124.s9.3.15,12,FN,FN
d124.s9.3.18,15,FN,FN
d124.s9.3.20,17,FN,FN
d124.s9.3.23,20,FN,FN
d125.s4.3.35,32,FN,FN
d125.s4.9.35,26,FN,FN
d126.s0.18.21,3,FN,FN
d126.s0.3.18,15,FN,FN
d126.s0.5.18,13,FN,FN
d126.s1.1.8,7,TP,TP
d126.s1.3.8,5,TP,TP
d126.s2.9.54,45,FN,FN
d126.s2.11.54,43,FN,FN
d126.s2.13.54,41,FN,FN
d127.s0.6.9,3,TP,TP
d128.s6.1.12,11,FN,FN
d128.s6.3.12,9,FN,FN
d128.s6.1.14,13,FN,FN
d128.s6.3.14,11,FN,FN
d128.s6.1.20,19,FN,FN
d128.s6.3.20,17,FN,FN
d128.s6.1.20,19,FN,FN
d128.s6.3.20,17,FN,FN
d128.s6.1.22,21,FN,FN
d128.s6.3.22,19,FN,FN
d128.s6.1.25,24,FN,FN
d128.s6.3.25,22,FN,FN
d128.s6.1.27,26,FN,FN
d128.s6.3.27,24,FN,FN
d128.s6.1.31,30,FN,FN
d128.s6.3.31,28,FN,FN
d128.s6.1.43,42,TP,TP
d128.s6.3.43,40,FN,TP
d128.s14.19.25,6,FN,TP
d130.s1.10.16,6,FN,FN
d130.s1.12.16,4,TP,FN
d130.s6.0.8,8,FN,FN
d131.s0.0.4,4,FN,FN
d131.s1.26.29,3,FN,FN
d131.s6.4.6,2,FN,FN
d131.s6.15.24,9,TP,FN
d131.s6.15.29,14,FN,FN
d131.s7.6.8,2,FN,FN
d131.s7.6.18,12,FN,FN
d131.s7.6.23,17,FN,FN
d131.s7.6.29,23,FN,FN
d131.s9.16.18,2,FN,FN
d132.s0.7.12,5,TP,TP
d132.s0.4.7,3,TP,TP
d132.s0.9.12,3,FN,FN
d132.s4.10.19,9,TP,TP
d132.s4.10.24,14,TP,TP
d132.s4.10.26,16,TP,TP
d132.s5.3.7,4,TP,TP
d132.s6.10.12,2,TP,TP
d132.s6.12.17,5,FN,FN
d133.s3.9.22,13,FN,FN
d133.s3.15.22,7,FN,FN
d133.s4.9.18,9,FN,FN
d133.s8.13.15,2,FN,FN
d135.s1.0.6,6,TP,TP
d135.s16.4.14,10,TP,FN
d135.s17.1.9,8,FN,FN
d135.s17.4.9,5,FN,FN
d135.s18.3.17,14,FN,FN
d135.s18.26.30,4,TP,TP
d136.s5.4.24,20,TP,TP
d136.s11.5.7,2,FN,FN
d136.s11.5.12,7,FN,FN
d136.s11.33.37,4,TP,TP
d136.s11.33.42,9,TP,TP
d137.s4.1.15,14,FN,FN
d137.s4.1.15,14,FN,FN
d138.s0.5.12,7,TP,TP
d138.s1.1.11,10,TP,TP
d138.s1.3.11,8,TP,TP
d138.s2.1.11,10,FN,FN
d138.s3.0.26,26,TP,TP
d139.s0.9.17,8,FN,FN
d139.s0.3.9,6,TP,TP
d139.s0.1.9,8,TP,FN
d139.s2.0.8,8,FN,FN
d139.s2.2.8,6,FN,FN
d139.s6.5.14,9,TP,FN
d139.s6.5.8,3,TP,TP
d139.s6.5.8,3,TP,TP
d139.s8.25.38,13,FN,FN
d139.s8.25.41,16,FN,FN
d139.s8.27.38,11,FN,FN
d139.s8.27.41,14,FN,FN
d139.s8.14.16,2,TP,TP
d140.s0.5.12,7,FN,FN
d140.s0.10.18,8,FN,FN
d140.s0.10.20,10,FN,FN
d140.s0.10.12,2,TP,FN
d140.s1.8.10,2,FN,FN
d140.s1.26.32,6,FN,FN
d140.s1.26.34,8,FN,FN
d140.s1.26.28,2,TP,TP
d140.s1.10.16,6,TP,TP
d140.s6.10.24,14,FN,FN
d140.s7.6.27,21,FN,FN
d140.s7.4.6,2,TP,TP
d140.s8.6.27,21,FN,FN
d140.s9.4.17,13,TP,FN
d140.s9.17.35,18,TP,FN
d142.s4.15.24,9,FN,FN
d142.s4.17.24,7,FN,FN
d145.s0.5.13,8,FN,FN
d145.s0.10.13,3,TP,TP
d145.s4.13.28,15,FN,FN
d145.s4.13.30,17,FN,FN
d145.s5.0.15,15,FN,FN
d145.s6.7.11,4,FN,FN
d145.s6.7.11,4,FN,FN
d145.s7.7.13,6,FN,FN
d145.s7.7.19,12,FN,FN
d145.s7.7.12,5,FN,FN
d145.s8.25.29,4,TP,TP
d145.s8.25.31,6,TP,TP
d145.s9.0.20,20,TP,TP
d145.s9.0.7,7,TP,TP
d145.s9.0.14,14,TP,TP
d145.s10.6.8,2,FN,FN
d145.s10.6.8,2,FN,FN
d145.s10.6.21,15,FN,FN
d145.s11.2.14,12,FN,FN
d145.s11.2.16,14,FN,FN
d146.s5.0.21,21,FN,FN
d146.s5.0.23,23,FN,FN
d146.s5.4.21,17,FN,FN
d146.s5.4.23,19,FN,FN
d146.s5.5.21,16,FN,FN
d146.s5.5.23,18,FN,FN
d146.s5.18.21,3,FN,FN
d146.s5.18.23,5,FN,FN
d147.s3.5.15,10,TP,FN
d147.s3.5.23,18,FN,FN
d147.s8.6.18,12,FN,FN
d147.s8.6.21,15,FN,FN
d147.s9.9.31,22,FN,FN
d147.s9.15.31,16,FN,FN
d147.s9.9.34,25,FN,FN
d147.s9.15.34,19,FN,FN
d148.s0.0.2,2,TP,TP
d148.s2.0.18,18,TP,TP
d148.s2.0.28,28,TP,TP
d148.s2.0.34,34,TP,TP
d148.s3.8.12,4,TP,TP
d148.s3.1.12,11,FN,TP
d148.s4.2.14,12,TP,TP
d148.s5.4.6,2,TP,TP
d148.s5.6.20,14,TP,TP
d148.s5.6.22,16,TP,TP
d148.s5.6.24,18,TP,TP
d148.s6.24.29,5,FN,FN
d148.s6.15.17,2,FN,FN
d150.s12.2.12,10,FN,FN
d150.s12.2.14,12,FN,FN
d150.s12.4.12,8,FN,FN
d150.s12.4.14,10,FN,FN
d150.s12.7.12,5,FN,FN
d150.s12.7.14,7,FN,FN
d150.s14.2.16,14,TP,TP
d150.s17.2.19,17,TP,TP
d151.s4.4.14,10,FN,FN
d151.s4.4.17,13,FN,FN
d151.s4.4.19,15,FN,FN
d151.s4.4.21,17,FN,FN
d151.s4.4.24,20,FN,FN
d152.s0.19.27,8,TP,TP
d152.s4.34.44,10,FN,FN
d152.s5.11.12,1,FN,FN
d152.s5.11.25,14,FN,FN
d152.s5.11.38,27,FN,FN
d152.s5.11.38,27,FN,FN
d152.s6.4.12,8,FN,FN
d152.s6.4.34,30,FN,FN
d152.s6.4.39,35,FN,FN
d152.s7.2.10,8,TP,TP
d152.s7.35.42,7,TP,FN
d152.s7.35.49,14,TP,TP
d152.s8.3.31,28,TP,FN
d152.s8.3.11,8,TP,TP
d153.s5.15.25,10,TP,TP
d153.s6.10.26,16,FN,FN
d153.s6.12.26,14,FN,FN
d153.s6.20.26,6,FN,FN
d153.s7.0.10,10,TP,FN
d153.s7.2.10,8,TP,FN
d154.s0.4.8,4,FN,FN
d154.s1.1.19,18,TP,TP
d154.s1.3.19,16,TP,TP
d154.s1.1.21,20,FN,TP
d154.s1.3.21,18,TP,FN
d154.s1.1.9,8,TP,TP
d154.s1.3.9,6,TP,TP
d154.s1.1.11,10,TP,TP
d154.s1.3.11,8,TP,TP
d154.s1.1.14,13,TP,TP
d154.s1.3.14,11,TP,TP
d154.s4.9.13,4,FN,FN
d154.s5.24.46,22,FN,FN
d154.s5.31.46,15,FN,FN
d154.s5.11.18,7,FN,FN
d154.s5.11.24,13,FN,FN
d154.s5.24.42,18,FN,FN
d154.s5.11.31,20,FN,FN
d154.s5.31.42,11,FN,FN
d154.s6.6.14,8,FN,FN
d154.s6.11.14,3,FN,FN
d154.s6.14.20,6,FN,FN
d154.s8.10.12,2,FN,FN
d154.s9.8.15,7,FN,FN
d154.s9.8.17,9,FN,FN
d155.s4.21.24,3,TP,FN
d155.s4.16.21,5,FN,FN
d155.s5.2.34,32,FN,FN
d155.s5.2.6,4,FN,FN
d155.s5.13.25,12,TP,TP
d155.s6.12.17,5,FN,FN
d155.s6.12.19,7,FN,FN
d156.s0.0.11,11,TP,TP
d156.s1.0.20,20,TP,TP
d156.s1.2.20,18,TP,TP
d156.s4.0.15,15,FN,FN
d156.s5.0.40,40,FN,FN
d157.s8.3.20,17,FN,TP
d157.s8.5.20,15,FN,TP
d158.s1.9.19,10,TP,FN
d158.s1.9.24,15,TP,FN
d158.s1.9.26,17,TP,FN
d158.s1.9.17,8,TP,FN
d158.s1.11.19,8,TP,FN
d158.s1.11.24,13,TP,FN
d158.s1.11.26,15,TP,FN
d158.s1.11.17,6,TP,FN
d159.s4.34.41,7,FN,FN
d159.s4.26.41,15,TP,FN
d159.s8.18.26,8,TP,FN
d159.s8.18.28,10,TP,FN
d159.s9.7.23,16,FN,FN
d159.s9.7.24,17,FN,FN
d159.s9.28.35,7,FN,FN
d159.s9.23.38,15,FN,FN
d159.s9.24.38,14,TP,TP
d159.s9.35.38,3,FN,FN
d160.s1.6.14,8,FN,FN
d160.s8.6.19,13,FN,FN
d163.s0.7.21,14,FN,FN
d163.s0.0.7,7,TP,FN
d163.s5.25.35,10,TP,TP
d163.s5.27.35,8,TP,TP
d164.s7.3.14,11,FN,FN
d164.s7.5.14,9,FN,FN
d164.s7.7.14,7,FN,FN
d164.s7.11.14,3,FN,FN
d165.s1.34.50,16,FN,FN
d165.s1.24.50,26,FN,FN
d165.s2.8.17,9,TP,FN
d165.s2.10.17,7,FN,FN
d165.s2.17.34,17,FN,FN
d165.s2.8.15,7,TP,FN
d165.s2.10.15,5,FN,FN
d165.s2.15.34,19,FN,FN
d165.s2.26.40,14,FN,FN
d167.s4.36.43,7,FN,FN
d167.s6.10.14,4,FN,FN
d167.s6.10.21,11,TP,TP
d167.s6.10.23,13,TP,TP
d167.s6.10.25,15,TP,TP
d167.s6.10.32,22,TP,TP
d167.s9.10.18,8,FN,FN
d167.s10.15.21,6,FN,FN
d167.s10.15.23,8,FN,TP
d167.s10.15.25,10,FN,TP
d168.s1.10.12,2,FN,FN
d168.s1.10.14,4,FN,FN
d168.s1.20.22,2,FN,FN
d168.s1.20.24,4,FN,FN
d168.s7.18.30,12,FN,FN
d168.s7.18.32,14,FN,FN
d169.s1.0.5,5,FN,FN
d169.s3.0.13,13,FN,FN
d169.s3.3.13,10,FN,FN
d169.s3.4.13,9,FN,FN
d169.s9.33.41,8,FN,FN
d169.s10.6.8,2,FN,FN
d170.s2.24.30,6,TP,TP
d170.s6.9.52,43,FN,FN
d170.s7.7.39,32,TP,TP
d170.s7.7.41,34,TP,TP
d170.s8.8.30,22,FN,FN
d170.s8.8.32,24,FN,FN
d170.s8.17.30,13,FN,FN
d170.s8.17.32,15,FN,FN
d170.s8.24.30,6,FN,FN
d170.s8.24.32,8,FN,FN
d170.s9.24.33,9,TP,TP
d171.s5.3.28,25,FN,TP
d171.s5.3.36,33,FN,FN
d171.s5.3.37,34,FN,FN
d171.s5.3.40,37,FN,FN
d171.s5.3.11,8,FN,FN
d171.s5.3.22,19,FN,FN
d172.s0.4.6,2,TP,TP
d172.s0.4.8,4,TP,FN
d172.s0.4.10,6,TP,FN
d172.s1.10.12,2,TP,TP
d172.s3.8.17,9,TP,TP
d172.s3.8.21,13,TP,TP
d172.s3.8.26,18,TP,TP
d172.s7.6.23,17,FN,TP
d172.s8.3.20,17,FN,FN
d174.s14.5.27,22,FN,FN
d175.s0.22.37,15,TP,TP
d175.s0.24.37,13,TP,FN
d175.s0.22.39,17,TP,TP
d175.s0.24.39,15,TP,FN
d176.s6.6.43,37,FN,FN
d176.s6.6.37,31,FN,FN
d177.s1.14.21,7,FN,FN
d177.s3.19.29,10,FN,FN
d177.s3.22.29,7,FN,FN
d179.s2.3.19,16,FN,FN
d179.s2.3.21,18,FN,FN
d179.s2.3.29,26,FN,FN
d179.s2.3.7,4,TP,TP
d179.s6.2.12,10,TP,FN
d179.s6.2.15,13,TP,FN
d179.s6.2.18,16,TP,FN
d179.s6.2.24,22,TP,TP
d179.s6.2.26,24,TP,TP
d179.s6.2.28,26,TP,TP
d179.s6.2.36,34,TP,TP
d179.s8.6.23,17,FN,FN
d179.s8.8.23,15,FN,FN
d179.s8.6.16,10,FN,FN
d179.s8.8.16,8,TP,TP
d179.s11.11.33,22,FN,FN
d179.s11.13.33,20,FN,FN
d179.s11.15.33,18,FN,FN
d179.s11.18.33,15,FN,FN
d179.s12.4.14,10,TP,FN
d179.s12.6.14,8,TP,FN
d179.s12.9.14,5,TP,FN
d179.s13.2.23,21,FN,FN
d179.s13.2.11,9,FN,FN
d179.s14.5.24,19,FN,FN
d179.s14.11.24,13,FN,FN
d182.s5.5.18,13,FN,FN
d184.s0.1.11,10,FN,FN
d184.s1.7.22,15,TP,TP
d184.s1.7.26,19,TP,TP
d184.s1.7.28,21,TP,TP
d184.s1.7.20,13,TP,TP
d184.s1.1.22,21,TP,TP
d184.s1.1.26,25,TP,TP
d184.s1.1.28,27,TP,TP
d184.s1.1.20,19,TP,TP
d184.s1.22.31,9,TP,TP
d184.s1.26.31,5,TP,TP
d184.s1.28.31,3,TP,TP
d184.s1.20.31,11,TP,TP
d184.s1.22.33,11,TP,TP
d184.s1.26.33,7,TP,TP
d184.s1.28.33,5,TP,TP
d184.s1.20.33,13,TP,TP
d184.s2.13.30,17,FN,TP
d184.s2.13.32,19,FN,TP
d184.s2.18.23,5,FN,FN
d184.s2.18.25,7,FN,FN
d184.s3.5.40,35,TP,TP
d184.s3.5.42,37,TP,TP
d184.s3.5.31,26,TP,TP
d184.s4.12.15,3,FN,FN
d184.s5.10.19,9,FN,FN
d184.s6.39.42,3,FN,FN
d184.s8.10.29,19,FN,FN
d184.s8.36.45,9,FN,FN
d184.s8.38.45,7,FN,FN
d184.s9.5.8,3,FN,FN
d184.s10.10.29,19,FN,FN
d184.s10.29.29,0,FN,FN
d185.s2.2.11,9,FN,FN
d185.s2.2.14,12,FN,FN
d185.s3.4.7,3,TP,TP
d185.s3.4.13,9,TP,TP
d185.s3.0.7,7,TP,TP
d185.s3.0.13,13,TP,TP
d185.s7.6.18,12,FN,FN
d187.s10.7.16,9,TP,TP
d187.s10.7.18,11,TP,TP
d187.s10.7.21,14,TP,TP
d187.s10.7.23,16,TP,TP
d187.s10.7.26,19,TP,TP
d187.s10.7.28,21,TP,TP
d187.s10.7.32,25,TP,TP
d188.s0.3.15,12,TP,FN
d188.s0.3.13,10,TP,FN
d190.s4.8.18,10,FN,FN
d190.s4.8.28,20,FN,FN
d190.s8.18.32,14,FN,FN
d191.s1.31.33,2,FN,FN
d191.s6.4.24,20,TP,TP
d191.s6.19.24,5,TP,TP
d192.s4.4.8,4,FN,FN
d195.s1.0.12,12,TP,TP
d195.s1.0.14,14,TP,TP
d195.s1.2.12,10,TP,TP
d195.s1.2.14,12,TP,TP
d195.s1.21.24,3,TP,TP
d195.s1.21.26,5,TP,TP
d195.s1.0.24,24,TP,TP
d195.s1.0.26,26,TP,TP
d195.s1.2.24,22,TP,TP
d195.s1.2.26,24,TP,FN
d195.s4.0.15,15,FN,FN
d195.s4.4.15,11,FN,FN
d195.s4.0.19,19,FN,FN
d195.s4.4.19,15,FN,FN
d195.s4.0.19,19,FN,FN
d195.s4.4.19,15,FN,FN
d195.s5.8.9,1,FN,FN
d195.s5.12.17,5,FN,FN
d195.s6.11.22,11,FN,FN
d195.s6.11.15,4,FN,FN
d195.s6.11.17,6,FN,FN
d196.s5.16.30,14,FN,FN
d196.s5.20.30,10,FN,FN
d196.s5.23.30,7,FN,FN
d196.s5.44.47,3,TP,TP
d196.s5.3.30,27,FN,FN
d197.s3.1.29,28,FN,FN
d197.s3.6.29,23,FN,FN
d197.s3.8.29,21,FN,FN
d197.s12.4.13,9,FN,FN
d198.s7.5.10,5,FN,FN
d198.s7.5.12,7,FN,FN
d198.s7.5.12,7,FN,FN
d198.s9.1.22,21,FN,FN
d198.s9.1.26,25,FN,FN
d198.s9.1.29,28,FN,FN
d198.s9.1.34,33,FN,FN
d198.s9.5.22,17,FN,FN
d198.s9.5.26,21,FN,FN
d198.s9.5.29,24,FN,FN
d198.s9.5.34,29,FN,FN
d199.s0.1.12,11,FN,FN
d199.s0.8.12,4,FN,FN
d199.s1.2.23,21,FN,FN
d199.s1.4.23,19,FN,FN
d199.s1.9.23,14,FN,FN
d199.s1.11.23,12,FN,FN
d199.s1.2.19,17,FN,FN
d199.s1.4.19,15,FN,FN
d199.s1.23.29,6,TP,FN
d199.s1.25.29,4,TP,FN
d199.s1.29.40,11,TP,FN
d199.s3.4.12,8,FN,FN
d199.s5.8.18,10,FN,FN
d199.s5.10.18,8,FN,FN
d199.s5.15.23,8,FN,TP
d199.s5.23.30,7,FN,FN
d199.s6.4.15,11,FN,FN
d199.s6.12.15,3,FN,FN
d199.s9.7.23,16,FN,FN
d200.s2.9.12,3,TP,TP
d200.s2.9.14,5,TP,TP
d201.s4.2.8,6,FN,FN
d201.s4.2.10,8,FN,FN
d201.s4.4.8,4,FN,FN
d201.s4.4.10,6,FN,FN
d201.s4.0.4,4,FN,FN
d201.s4.0.2,2,FN,FN
d201.s5.3.9,6,FN,FN
d201.s5.32.37,5,TP,TP
d201.s5.34.37,3,TP,TP
d201.s5.3.24,21,FN,FN
d201.s5.3.22,19,FN,FN
d201.s6.25.28,3,TP,TP
d202.s4.9.24,15,FN,FN
d202.s4.9.29,20,FN,FN
d202.s4.9.32,23,FN,FN
d202.s4.16.24,8,FN,FN
d202.s4.16.29,13,TP,FN
d202.s4.16.32,16,TP,FN
d202.s4.18.24,6,FN,FN
d202.s4.18.29,11,FN,FN
d202.s4.18.32,14,FN,FN
d202.s6.0.15,15,TP,TP
d202.s6.0.21,21,FN,FN
d202.s6.0.24,24,FN,FN
d202.s7.2.6,4,TP,TP
d202.s8.14.18,4,FN,FN
d203.s1.2.6,4,FN,FN
d203.s1.2.10,8,FN,FN
d206.s8.9.40,31,FN,FN
d206.s8.9.19,10,TP,TP
d206.s9.15.37,22,FN,FN
d206.s9.15.51,36,FN,FN
d206.s9.15.53,38,FN,FN
d206.s9.15.37,22,FN,FN
d206.s9.30.37,7,FN,FN
d207.s2.1.9,8,TP,FN
d207.s2.3.9,6,TP,FN
d207.s2.1.11,10,TP,FN
d207.s2.3.11,8,TP,FN
d207.s4.6.13,7,FN,FN
d207.s8.12.19,7,FN,FN
d207.s9.8.11,3,FN,FN
d208.s0.0.7,7,FN,FN
d208.s0.2.7,5,FN,FN
d208.s1.15.20,5,FN,FN
d208.s1.15.22,7,FN,FN
d208.s1.30.38,8,FN,FN
d208.s1.32.38,6,FN,FN
d208.s1.17.20,3,TP,FN
d208.s1.17.22,5,TP,FN
d208.s2.4.10,6,FN,FN
d208.s2.6.10,4,FN,FN
d208.s2.4.13,9,TP,FN
d208.s2.6.13,7,FN,FN
d208.s4.5.23,18,TP,FN
d208.s4.7.23,16,TP,FN
d208.s4.10.23,13,TP,FN
d208.s4.16.23,7,TP,FN
d208.s4.19.23,4,TP,FN
d208.s5.7.19,12,TP,TP
d208.s5.16.19,3,TP,TP
d208.s6.6.35,29,FN,FN
d208.s6.6.37,31,FN,FN
d208.s6.8.35,27,FN,FN
d208.s6.8.37,29,FN,FN
d208.s8.0.17,17,TP,FN
d208.s8.2.17,15,TP,TP
d208.s8.7.17,10,TP,TP
d209.s1.9.15,6,FN,FN
d209.s1.9.17,8,FN,FN
d209.s1.11.15,4,FN,FN
d209.s1.11.17,6,FN,FN
d209.s2.8.18,10,FN,FN
d209.s4.16.27,11,TP,FN
d209.s4.18.27,9,TP,FN
d209.s5.6.39,33,FN,FN
d209.s5.6.49,43,FN,FN
d210.s6.13.27,14,TP,TP
d210.s6.15.27,12,TP,FN
d210.s6.17.27,10,TP,TP
d210.s7.9.15,6,FN,FN
d210.s7.9.20,11,FN,FN
d210.s7.9.26,17,FN,FN
d210.s7.9.28,19,FN,FN
d211.s0.0.6,6,FN,FN
d211.s10.9.24,15,TP,TP
d211.s10.11.24,13,TP,TP
d211.s10.13.24,11,TP,TP
d211.s10.16.24,8,TP,TP
d211.s12.8.19,11,TP,TP
d211.s12.8.21,13,TP,TP
d211.s12.8.23,15,TP,TP
d211.s12.8.26,18,TP,TP
d212.s3.5.6,1,TP,TP
d212.s3.6.12,6,TP,TP
d212.s4.4.18,14,TP,TP
d212.s4.7.18,11,TP,TP
d212.s6.3.28,25,FN,FN
d212.s6.6.28,22,FN,FN
d212.s7.9.14,5,TP,FN
d213.s0.2.7,5,FN,FN
d213.s3.4.9,5,FN,FN
d213.s3.17.20,3,TP,FN
d213.s3.30.33,3,TP,FN
d213.s4.4.9,5,FN,FN
d213.s6.3.10,7,TP,TP
d213.s6.28.32,4,FN,FN
d214.s2.10.16,6,FN,FN
d214.s2.12.16,4,FN,FN
d214.s2.41.55,14,FN,FN
d214.s2.10.55,45,FN,FN
d214.s2.12.55,43,FN,FN
d214.s2.20.55,35,FN,FN
d214.s2.22.55,33,FN,FN
d214.s2.45.55,10,FN,FN
d214.s2.45.55,10,FN,FN
d215.s1.15.20,5,TP,TP
d215.s5.15.21,6,FN,FN
d215.s6.17.22,5,FN,FN
d215.s8.0.27,27,FN,FN
d215.s8.8.13,5,FN,FN
d215.s8.27.32,5,FN,FN
d215.s8.37.43,6,TP,TP
d215.s9.0.10,10,FN,FN
d215.s10.6.9,3,TP,TP
d215.s10.9.21,12,FN,FN
d215.s10.44.49,5,TP,TP
d215.s10.21.28,7,FN,FN
d215.s11.27.30,3,TP,TP
d215.s11.42.45,3,TP,TP
d215.s12.4.29,25,TP,TP
d218.s7.1.8,7,FN,FN
d218.s7.1.4,3,TP,TP
d219.s0.8.11,3,FN,FN
d219.s3.0.26,26,FN,FN
d219.s3.0.11,11,FN,FN
d219.s3.0.3,3,TP,FN
d219.s3.0.3,3,TP,FN
d219.s5.0.5,5,TP,TP
d219.s5.0.29,29,FN,FN
d219.s5.0.31,31,FN,FN
d219.s5.0.18,18,FN,FN
d219.s5.0.22,22,FN,FN
d219.s5.0.22,22,FN,FN
d219.s6.18.21,3,FN,FN
d219.s6.18.32,14,FN,FN
d219.s7.6.14,8,FN,FN
d219.s7.10.14,4,FN,FN
d219.s7.10.14,4,FN,FN
d220.s5.7.13,6,TP,TP
d222.s0.21.32,11,FN,FN
d222.s1.25.52,27,FN,FN
d222.s1.25.54,29,FN,FN
d222.s1.25.57,32,FN,FN
d222.s1.0.52,52,FN,FN
d222.s1.0.54,54,FN,FN
d222.s1.0.57,57,FN,FN
d222.s1.31.52,21,FN,FN
d222.s1.31.54,23,FN,FN
d222.s1.31.57,26,FN,FN
d222.s1.13.52,39,FN,FN
d222.s1.13.54,41,FN,FN
d222.s1.13.57,44,FN,FN
d222.s4.6.28,22,FN,FN
d222.s4.10.28,18,FN,FN
d222.s5.3.18,15,FN,FN
d222.s5.5.18,13,FN,FN
d223.s2.11.14,3,TP,TP
d224.s11.13.146,133,FN,FN
d224.s11.13.150,137,FN,FN
d224.s13.4.20,16,FN,FN
d226.s3.12.21,9,FN,FN
d226.s3.14.21,7,FN,FN
d226.s3.21.28,7,FN,FN
d226.s4.0.14,14,TP,TP
d226.s4.0.4,4,TP,TP
d226.s4.0.2,2,TP,TP
d226.s7.11.16,5,FN,FN
d226.s7.7.11,4,TP,TP
d227.s2.0.4,4,TP,TP
d227.s2.4.11,7,FN,FN
d227.s9.0.18,18,FN,FN
d227.s9.0.20,20,FN,FN
d227.s9.6.18,12,FN,FN
d227.s9.6.20,14,FN,FN
d227.s10.0.18,18,TP,TP
d227.s10.0.22,22,TP,TP
d229.s0.0.16,16,FN,FN
d229.s0.0.9,9,FN,FN
d229.s0.0.9,9,FN,FN
d229.s2.4.23,19,FN,FN
d229.s2.4.27,23,FN,FN
d229.s2.4.30,26,FN,FN
d229.s2.4.36,32,FN,FN
d229.s3.2.10,8,TP,TP
d229.s3.2.8,6,TP,TP
d229.s4.1.19,18,FN,FN
d229.s4.1.21,20,FN,FN
d229.s4.1.6,5,TP,TP
d229.s4.6.13,7,TP,TP
d229.s4.19.26,7,TP,TP
d229.s4.21.26,5,TP,TP
d229.s5.26.35,9,TP,TP
d229.s5.0.35,35,FN,FN
d229.s5.6.35,29,FN,FN
d229.s5.17.35,18,FN,FN
d229.s6.2.10,8,TP,TP
d229.s7.4.26,22,FN,FN
d229.s7.4.9,5,FN,FN
d229.s7.4.13,9,FN,FN
d231.s0.10.15,5,FN,FN
d231.s0.10.11,1,FN,FN
d231.s2.9.20,11,FN,FN
d231.s2.11.20,9,FN,FN
d231.s3.5.7,2,FN,FN
d231.s5.13.17,4,TP,TP
d231.s5.13.19,6,TP,TP
d231.s7.3.8,5,TP,TP
d231.s7.3.12,9,TP,TP
d231.s8.11.16,5,TP,TP
d231.s8.11.20,9,FN,TP
d232.s2.8.24,16,FN,FN
d232.s2.8.26,18,FN,FN
d232.s2.24.30,6,FN,FN
d232.s2.26.30,4,FN,FN
d232.s8.20.21,1,FN,FN
d232.s10.2.7,5,FN,FN
d232.s10.7.8,1,FN,FN
d232.s11.7.14,7,TP,TP
d232.s11.7.19,12,TP,TP
d232.s12.0.1,1,FN,FN
d232.s13.7.12,5,FN,FN
d232.s13.7.23,16,FN,FN
d232.s13.12.13,1,FN,FN
d233.s2.0.33,33,TP,TP
d233.s2.0.39,39,TP,TP
d233.s2.0.41,41,TP,TP
d233.s2.0.48,48,TP,TP
d233.s2.0.50,50,TP,TP
d233.s2.2.33,31,TP,TP
d233.s2.2.39,37,TP,FN
d233.s2.2.41,39,TP,TP
d233.s2.2.48,46,TP,FN
d233.s2.2.50,48,TP,TP
d233.s2.4.33,29,TP,TP
d233.s2.4.39,35,TP,FN
d233.s2.4.41,37,TP,TP
d233.s2.4.48,44,TP,FN
d233.s2.4.50,46,TP,FN
d233.s5.4.10,6,FN,FN
d233.s8.1.2,1,FN,FN
d233.s8.1.4,3,FN,FN
d233.s8.2.19,17,FN,FN
d233.s8.4.19,15,FN,FN
d234.s8.2.6,4,TP,TP
d234.s8.12.16,4,TP,TP
d234.s9.3.18,15,FN,FN
d234.s10.0.9,9,FN,FN
d234.s10.0.9,9,FN,FN
d236.s5.14.22,8,FN,FN
d236.s5.16.22,6,FN,FN
d236.s6.13.16,3,FN,FN
d237.s7.0.25,25,FN,FN
d237.s7.0.30,30,FN,FN
d237.s7.0.4,4,FN,FN
d237.s8.7.23,16,FN,FN
d237.s8.7.25,18,FN,FN
d237.s8.7.12,5,FN,FN
d238.s1.13.17,4,FN,FN
d238.s1.13.19,6,FN,FN
d238.s1.11.17,6,FN,FN
d238.s1.11.19,8,FN,FN
d238.s3.12.25,13,FN,FN
d238.s3.12.27,15,FN,FN
d238.s3.12.29,17,FN,FN
d238.s3.12.29,17,FN,FN
d238.s7.7.22,15,FN,FN
d238.s7.17.22,5,FN,FN
d239.s1.5.16,11,FN,FN
d239.s1.5.18,13,FN,FN
d239.s1.5.9,4,FN,FN
